stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Dist_0240,0.0,0,0.1038,,4.8,2.4,2.170,Dist_0021,1
Dist_0241,0.0,0,0.1122,,8.0,4.0,2.170,Dist_0021,1
Dist_0242,0.0,0,0.1188,,2.0,1.0,2.170,Dist_0021,1
Dist_0243,0.0,6,0.0,,26.86,49.24,2.170,Dist_0022,1
Dist_0244,0.0,0,0.1935,,1.2,0.6,2.170,Dist_0023,1
Dist_0245,0.0,6,0.0,,19.98,35.27,2.170,Dist_0023,1
Dist_0246,0.0,0,0.1478,,1.6,0.8,2.170,Dist_0023,1
Dist_0247,0.0,6,0.0,,0.0,0.0,2.170,Dist_0024,1
Dist_0248,0.0,6,0.0,,12.94,65.08,2.170,Dist_0025,1
Dist_0249,0.0,0,0.1134,,2.4,1.2,2.170,Dist_0025,1
Dist_0250,0.0,0,0.1212,,0.4,0.2,2.170,Dist_0025,1
Dist_0251,0.0,0,0.1131,,1.2,0.6,2.170,Dist_0025,1
Dist_0252,2.7,0,0.1188,,2.8,1.4,2.170,Dist_0026,1
Dist_0253,0.0,6,0.0,,169.12,167.77,2.170,Dist_0026,1
Dist_0254,3.06,0,0.1241,,5.2,2.6,2.170,Dist_0026,1
Dist_0255,2.54,0,0.1038,,4.8,2.4,2.170,Dist_0026,1
Dist_0256,2.21,0,0.1122,,7.2,3.6,2.170,Dist_0026,1
Dist_0257,0.0,6,0.0,,11.78,28.33,2.170,Dist_0027,1
Dist_0258,3.55,0,0.1935,,2.0,1.0,2.170,Dist_0028,1
Dist_0259,0.0,6,0.0,,57.31,69.67,2.170,Dist_0028,1
Dist_0260,3.45,0,0.1478,,3.2,1.6,2.170,Dist_0028,1
Dist_0261,0.0,6,0.0,,51.31,74.7,2.170,Dist_0029,1
Dist_0262,0.0,6,0.0,,49.92,69.97,2.170,Dist_0030,1
Dist_0263,3.1,0,0.1131,,2.0,1.0,2.170,Dist_0030,1
Dist_0264,2.88,0,0.1134,,2.0,1.0,2.170,Dist_0030,1
Dist_0265,2.65,0,0.1212,,1.2,0.6,2.170,Dist_0030,1
Dist_0266,0.0,6,0.0,,29.32,71.47,2.170,Dist_0031,1
Dist_0267,3.06,0,0.1695,,0.0,0.0,2.170,Dist_0031,1
Dist_0268,2.54,0,0.1417,,0.0,0.0,2.170,Dist_0031,1
Dist_0269,2.21,0,0.1532,,0.0,0.0,2.170,Dist_0031,1
Dist_0270,2.7,0,0.1622,,0.0,0.0,2.170,Dist_0031,1
Dist_0271,0.0,6,0.0,,0.0,0.0,2.170,Dist_0032,1
Dist_0272,3.55,0,0.2644,,0.0,0.0,2.170,Dist_0033,1
Dist_0273,0.0,6,0.0,,0.0,0.0,2.170,Dist_0033,1
Dist_0274,3.45,0,0.2019,,0.0,0.0,2.170,Dist_0033,1
Dist_0275,0.0,6,0.0,,0.0,0.0,2.170,Dist_0034,1
Dist_0276,0.0,6,0.0,,0.0,0.0,2.170,Dist_0035,1
Dist_0277,2.88,0,0.1547,,0.0,0.0,2.170,Dist_0035,1
Dist_0278,3.1,0,0.1543,,0.0,0.0,2.170,Dist_0035,1
Dist_0279,2.65,0,0.1654,,0.0,0.0,2.170,Dist_0035,1
Dist_0280,0.0,6,0.0,,13.94,47.15,2.170,Dist_0036,1
Dist_0281,0.0,6,0.0,,5.91,12.85,2.170,Dist_0037,1
Dist_0282,0.0,6,0.0,,25.35,68.06,2.170,Dist_0038,1
Dist_0283,0.0,6,0.0,,19.26,43.02,2.170,Dist_0039,1
Dist_0284,0.0,6,0.0,,11.78,33.52,2.170,Dist_0040,1
Dist_0285,0.0,6,0.0,,0.0,0.0,2.170,Dist_0041,1
Dist_0286,0.0,6,0.0,,0.0,0.0,2.170,Dist_0042,1
Dist_0287,0.0,6,0.0,,0.0,0.0,2.170,Dist_0043,1
Dist_0288,0.0,6,0.0,,0.0,0.0,2.170,Dist_0044,1
Dist_0289,0.0,6,0.0,,0.0,0.0,2.170,Dist_0045,1
Dist_0290,0.0,6,0.0,,73.34,116.73,2.170,Dist_0046,1
Dist_0291,0.0,6,0.0,,12.2,35.01,2.170,Dist_0047,1
Dist_0292,0.0,6,0.0,,56.94,52.82,2.170,Dist_0048,1
Dist_0293,0.0,6,0.0,,73.48,99.19,2.170,Dist_0049,1
Dist_0294,0.0,6,0.0,,26.72,42.04,2.170,Dist_0050,1
Dist_0295,2.21,0,0.1122,,10.6,5.3,2.170,Dist_0051,1
Dist_0296,0.0,6,0.0,,0.0,0.0,2.170,Dist_0051,1
Dist_0297,3.06,0,0.1241,,8.6,4.3,2.170,Dist_0051,1
Dist_0298,2.54,0,0.1038,,5.4,2.7,2.170,Dist_0051,1
Dist_0299,2.7,0,0.1188,,3.0,1.5,2.170,Dist_0051,1
Dist_0300,0.0,6,0.0,,0.0,0.0,2.170,Dist_0052,1
Dist_0301,3.45,0,0.1478,,2.2,1.1,2.170,Dist_0053,1
Dist_0302,3.55,0,0.1935,,1.6,0.8,2.170,Dist_0053,1
Dist_0303,0.0,6,0.0,,0.0,0.0,2.170,Dist_0053,1
Dist_0304,0.0,6,0.0,,0.0,0.0,2.170,Dist_0054,1
Dist_0305,0.0,6,0.0,,0.0,0.0,2.170,Dist_0055,1
Dist_0306,3.1,0,0.1131,,1.8,0.9,2.170,Dist_0055,1
Dist_0307,2.88,0,0.1134,,1.6,0.8,2.170,Dist_0055,1
Dist_0308,2.65,0,0.1212,,1.4,0.7,2.170,Dist_0055,1
Dist_0309,0.0,6,0.0,,153.49,88.09,2.170,Dist_0056,1
Dist_0310,0.0,6,0.0,,98.98,79.38,2.170,Dist_0057,1
Dist_0311,0.0,6,0.0,,243.15,217.45,2.170,Dist_0058,1
Dist_0312,0.0,6,0.0,,109.15,95.84,2.170,Dist_0059,1
Dist_0313,0.0,6,0.0,,142.82,110.85,2.170,Dist_0060,1
Dist_0314,0.0,6,0.0,,0.0,0.0,2.170,Dist_0061,1
Dist_0315,0.0,6,0.0,,0.0,0.0,2.170,Dist_0062,1
Dist_0316,0.0,6,0.0,,0.0,0.0,2.170,Dist_0063,1
Dist_0317,0.0,6,0.0,,0.0,0.0,2.170,Dist_0064,1
Dist_0318,0.0,6,0.0,,0.0,0.0,2.170,Dist_0065,1
Dist_0319,0.0,6,0.0,,19.75,49.33,2.170,Dist_0066,1
Dist_0320,0.0,6,0.0,,0.0,0.0,2.170,Dist_0067,1
Dist_0321,0.0,6,0.0,,0.0,0.0,2.170,Dist_0068,1
Dist_0322,0.0,6,0.0,,0.0,0.0,2.170,Dist_0069,1
Dist_0323,0.0,6,0.0,,0.0,0.0,2.170,Dist_0070,1
Dist_0324,0.0,6,0.0,,374.2,308.08,2.170,Dist_0071,1
Dist_0325,0.0,6,0.0,,95.85,116.82,2.170,Dist_0072,1
Dist_0326,0.0,6,0.0,,280.05,326.87,2.170,Dist_0073,1
Dist_0327,0.0,6,0.0,,53.26,80.89,2.170,Dist_0074,1
Dist_0328,0.0,6,0.0,,190.29,147.35,2.170,Dist_0075,1
Dist_0329,0.0,6,0.0,,32.28,132.18,2.170,Dist_0076,1
Dist_0330,3.06,0,0.1695,,0.0,0.0,2.170,Dist_0076,1
Dist_0331,2.54,0,0.1417,,0.0,0.0,2.170,Dist_0076,1
Dist_0332,2.7,0,0.1622,,0.0,0.0,2.170,Dist_0076,1
Dist_0333,2.21,0,0.1532,,0.0,0.0,2.170,Dist_0076,1
Dist_0334,0.0,6,0.0,,0.0,0.0,2.170,Dist_0077,1
Dist_0335,3.45,0,0.2019,,0.0,0.0,2.170,Dist_0078,1
Dist_0336,3.55,0,0.2644,,0.0,0.0,2.170,Dist_0078,1
Dist_0337,0.0,6,0.0,,0.0,0.0,2.170,Dist_0078,1
Dist_0338,0.0,6,0.0,,0.0,0.0,2.170,Dist_0079,1
Dist_0339,3.1,0,0.1543,,0.0,0.0,2.170,Dist_0080,1
Dist_0340,0.0,6,0.0,,0.0,0.0,2.170,Dist_0080,1
Dist_0341,2.88,0,0.1547,,0.0,0.0,2.170,Dist_0080,1
Dist_0342,2.65,0,0.1654,,0.0,0.0,2.170,Dist_0080,1
Dist_0343,0.0,6,0.0,,72.92,87.29,2.170,Dist_0081,1
Dist_0344,0.0,6,0.0,,9.78,11.71,2.170,Dist_0082,1
Dist_0345,0.0,6,0.0,,46.95,38.9,2.170,Dist_0083,1
Dist_0346,0.0,6,0.0,,62.97,49.13,2.170,Dist_0084,1
Dist_0347,0.0,6,0.0,,12.66,17.59,2.170,Dist_0085,1
Dist_0348,0.0,6,0.0,,0.0,0.0,2.170,Dist_0086,1
Dist_0349,0.0,0,0.2533,,7.6,3.8,2.170,Dist_0086,1
Dist_0350,0.0,0,0.2093,,6.0,3.0,2.170,Dist_0086,1
Dist_0351,0.0,0,0.2418,,3.6,1.8,2.170,Dist_0086,1
Dist_0352,0.0,0,0.2275,,10.8,5.4,2.170,Dist_0086,1
Dist_0353,0.0,6,0.0,,0.0,0.0,2.170,Dist_0087,1
Dist_0354,0.0,0,0.3032,,3.6,1.8,2.170,Dist_0088,1
Dist_0355,0.0,0,0.4022,,2.4,1.2,2.170,Dist_0088,1
Dist_0356,0.0,6,0.0,,0.0,0.0,2.170,Dist_0088,1
Dist_0357,0.0,6,0.0,,0.0,0.0,2.170,Dist_0089,1
Dist_0358,0.0,6,0.0,,0.0,0.0,2.170,Dist_0090,1
Dist_0359,0.0,0,0.2279,,2.4,1.2,2.170,Dist_0090,1
Dist_0360,0.0,0,0.2448,,1.6,0.8,2.170,Dist_0090,1
Dist_0361,0.0,0,0.2272,,2.4,1.2,2.170,Dist_0090,1
Dist_0362,0.0,6,0.0,,49.42,256.78,2.170,Dist_0091,1
Dist_0363,3.06,0,0.1695,,0.0,0.0,2.170,Dist_0091,1
Dist_0364,2.54,0,0.1417,,0.0,0.0,2.170,Dist_0091,1
Dist_0365,2.7,0,0.1622,,0.0,0.0,2.170,Dist_0091,1
Dist_0366,2.21,0,0.1532,,0.0,0.0,2.170,Dist_0091,1
Dist_0367,0.0,6,0.0,,0.0,0.0,2.170,Dist_0092,1
Dist_0368,3.45,0,0.2019,,0.0,0.0,2.170,Dist_0093,1
Dist_0369,3.55,0,0.2644,,0.0,0.0,2.170,Dist_0093,1
Dist_0370,0.0,6,0.0,,12.6,179.3,2.170,Dist_0093,1
Dist_0371,0.0,6,0.0,,0.0,0.0,2.170,Dist_0094,1
Dist_0372,0.0,6,0.0,,8.94,24.35,2.170,Dist_0095,1
Dist_0373,2.88,0,0.1547,,0.0,0.0,2.170,Dist_0095,1
Dist_0374,2.65,0,0.1654,,0.0,0.0,2.170,Dist_0095,1
Dist_0375,3.1,0,0.1543,,0.0,0.0,2.170,Dist_0095,1
Dist_0376,0.0,6,0.0,,0.0,0.0,2.170,Dist_0096,1
Dist_0377,0.0,6,0.0,,0.0,0.0,2.170,Dist_0097,1
Dist_0378,0.0,6,0.0,,0.0,0.0,2.170,Dist_0098,1
Dist_0379,0.0,6,0.0,,0.0,0.0,2.170,Dist_0099,1
Dist_0380,0.0,6,0.0,,0.0,0.0,2.170,Dist_0100,1
Dist_0381,0.0,6,0.0,,78.74,68.69,2.170,Dist_0101,1
Dist_0382,0.0,6,0.0,,63.97,55.79,2.170,Dist_0102,1
Dist_0383,0.0,6,0.0,,154.45,117.56,2.170,Dist_0103,1
Dist_0384,0.0,6,0.0,,70.82,83.02,2.170,Dist_0104,1
Dist_0385,0.0,6,0.0,,85.94,40.9,2.170,Dist_0105,1
Dist_0386,0.0,6,0.0,,125.03,124.64,2.170,Dist_0106,1
Dist_0387,0.0,6,0.0,,16.62,27.48,2.170,Dist_0107,1
Dist_0388,0.0,6,0.0,,78.12,62.1,2.170,Dist_0108,1
Dist_0389,0.0,6,0.0,,94.17,38.28,2.170,Dist_0109,1
Dist_0390,0.0,6,0.0,,37.51,39.05,2.170,Dist_0110,1
Dist_0391,0.0,6,0.0,,44.29,47.31,2.170,Dist_0111,1
Dist_0392,0.0,6,0.0,,29.02,24.43,2.170,Dist_0112,1
Dist_0393,0.0,6,0.0,,75.74,74.05,2.170,Dist_0113,1
