stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Manuf_0031,6.0,,1.46,2,,,,Trans_0031,1
Manuf_0032,5.0,,1.64,2,,,,Trans_0032,1
Manuf_0033,6.0,,1.61,2,,,,Trans_0033,1
Manuf_0034,5.0,,1.99,2,,,,Trans_0034,1
Manuf_0035,5.0,,1.03,2,,,,Trans_0035,1
Manuf_0036,5.0,,1.86,2,,,,Trans_0036,1
Manuf_0037,5.0,,1.71,2,,,,Trans_0037,1
Manuf_0038,5.0,,1.89,2,,,,Trans_0038,1
Manuf_0039,6.0,,1.72,2,,,,Trans_0039,1
Manuf_0040,6.0,,1.48,2,,,,Trans_0040,1
Manuf_0041,5.0,,1.33,2,,,,Trans_0041,1
Manuf_0042,5.0,,1.17,2,,,,Trans_0042,1
Manuf_0043,6.0,,1.61,2,,,,Trans_0043,1
Manuf_0044,5.0,,1.58,2,,,,Trans_0044,1
Manuf_0045,5.0,,1.77,2,,,,Trans_0045,1
Manuf_0046,4.0,,1.88,2,,,,Trans_0046,1
Manuf_0047,5.0,,1.21,2,,,,Trans_0047,1
Manuf_0048,4.0,,1.54,2,,,,Trans_0048,1
Manuf_0049,4.0,,1.59,2,,,,Trans_0049,1
Manuf_0050,4.0,,1.17,2,,,,Trans_0050,1
Manuf_0051,5.0,,1.03,2,,,,Trans_0051,1
Manuf_0052,4.0,,1.89,2,,,,Trans_0052,1
Manuf_0053,5.0,,1.47,2,,,,Trans_0053,1
Manuf_0054,4.0,,1.75,2,,,,Trans_0054,1
Manuf_0055,4.0,,1.89,2,,,,Trans_0055,1
Manuf_0056,6.0,,1.85,2,,,,Trans_0056,1
Manuf_0057,6.0,,1.82,2,,,,Trans_0057,1
Manuf_0058,5.0,,1.08,2,,,,Trans_0058,1
Manuf_0059,5.0,,1.9,2,,,,Trans_0059,1
Manuf_0060,5.0,,1.2,2,,,,Trans_0060,1
Manuf_0061,5.0,,1.65,2,,,,Trans_0061,1
Manuf_0062,5.0,,1.07,2,,,,Trans_0062,1
Manuf_0063,5.0,,1.9,2,,,,Trans_0063,1
Manuf_0064,5.0,,1.25,2,,,,Trans_0064,1
Manuf_0065,5.0,,2.01,2,,,,Trans_0065,1
Manuf_0066,5.0,,2.02,2,,,,Trans_0066,1
Manuf_0067,5.0,,1.97,2,,,,Trans_0067,1
Manuf_0068,5.0,,1.18,2,,,,Trans_0068,1
Manuf_0069,5.0,,1.61,2,,,,Trans_0069,1
Manuf_0070,6.0,,1.96,2,,,,Trans_0070,1
Manuf_0071,6.0,,1.76,2,,,,Trans_0071,1
Manuf_0072,6.0,,1.21,2,,,,Trans_0072,1
Manuf_0073,4.0,,1.31,2,,,,Trans_0073,1
Manuf_0074,5.0,,1.09,2,,,,Trans_0074,1
Manuf_0075,5.0,,1.81,2,,,,Trans_0075,1
Manuf_0076,4.0,,1.39,2,,,,Trans_0076,1
Manuf_0077,5.0,,1.87,2,,,,Trans_0077,1
Manuf_0078,5.0,,1.04,2,,,,Trans_0078,1
Manuf_0079,5.0,,1.02,2,,,,Trans_0079,1
Manuf_0080,4.0,,1.77,2,,,,Trans_0080,1
Manuf_0081,6.0,,1.97,2,,,,Trans_0081,1
Manuf_0082,4.0,,1.41,2,,,,Trans_0082,1
Manuf_0083,6.0,,1.61,2,,,,Trans_0083,1
Manuf_0084,4.0,,1.17,2,,,,Trans_0084,1
Manuf_0085,6.0,,1.53,2,,,,Trans_0085,1
Manuf_0086,6.0,,1.15,2,,,,Trans_0086,1
Manuf_0087,5.0,,1.67,2,,,,Trans_0087,1
Manuf_0088,5.0,,1.47,2,,,,Trans_0088,1
Manuf_0089,5.0,,1.04,2,,,,Trans_0089,1
Manuf_0090,4.0,,1.55,2,,,,Trans_0090,1
Manuf_0091,6.0,,1.15,2,,,,Trans_0091,1
Manuf_0092,6.0,,1.18,2,,,,Trans_0092,1
Manuf_0093,6.0,,1.72,2,,,,Trans_0093,1
Manuf_0094,5.0,,1.42,2,,,,Trans_0094,1
Manuf_0095,5.0,,1.57,2,,,,Trans_0095,1
Manuf_0096,4.0,,1.12,2,,,,Trans_0096,1
Manuf_0097,5.0,,1.94,2,,,,Trans_0097,1
Manuf_0098,6.0,,1.83,2,,,,Trans_0098,1
Manuf_0099,5.0,,1.92,2,,,,Trans_0099,1
Manuf_0100,5.0,,1.34,2,,,,Trans_0100,1
Manuf_0101,5.0,,1.83,2,,,,Trans_0101,1
Manuf_0102,5.0,,1.54,2,,,,Trans_0102,1
Manuf_0103,5.0,,1.6,2,,,,Trans_0103,1
Manuf_0104,4.0,,1.4,2,,,,Trans_0104,1
Manuf_0105,5.0,,1.58,2,,,,Trans_0105,1
Manuf_0106,4.0,,1.03,2,,,,Trans_0106,1
Manuf_0107,5.0,,1.03,2,,,,Trans_0107,1
Manuf_0108,5.0,,1.54,2,,,,Trans_0108,1
Manuf_0109,6.0,,1.65,2,,,,Trans_0109,1
Manuf_0110,5.0,,1.88,2,,,,Trans_0110,1
Manuf_0111,4.0,,1.05,2,,,,Trans_0111,1
Manuf_0112,4.0,,1.26,2,,,,Trans_0112,1
Manuf_0113,5.0,,1.38,2,,,,Trans_0113,1
Manuf_0114,6.0,,1.93,2,,,,Trans_0114,1
Manuf_0115,5.0,,1.93,2,,,,Trans_0115,1
Manuf_0116,5.0,,1.51,2,,,,Trans_0116,1
Manuf_0117,5.0,,1.11,2,,,,Trans_0117,1
Manuf_0118,5.0,,1.63,2,,,,Trans_0118,1
Manuf_0119,5.0,,1.95,2,,,,Trans_0119,1,Trans_0120,1
Manuf_0120,4.0,,1.12,2,,,,Trans_0121,1,Trans_0122,1
Manuf_0121,5.0,,1.26,2,,,,Trans_0123,1
Manuf_0122,5.0,,1.3,2,,,,Trans_0124,1
Manuf_0123,6.0,,1.6,2,,,,Trans_0125,1
Manuf_0124,6.0,,2.03,2,,,,Trans_0126,1
Manuf_0125,5.0,,1.13,2,,,,Trans_0127,1
Manuf_0126,4.0,,2.02,2,,,,Trans_0128,1
Manuf_0127,5.0,,1.71,2,,,,Trans_0129,1
Manuf_0128,4.0,,1.49,2,,,,Trans_0130,1
Manuf_0129,5.0,,1.83,2,,,,Trans_0131,1
Manuf_0130,5.0,,1.09,2,,,,Trans_0132,1
Manuf_0131,5.0,,1.37,2,,,,Trans_0133,1
Manuf_0132,6.0,,1.04,2,,,,Trans_0134,1
Manuf_0133,4.0,,2.0,2,,,,Trans_0135,1
Manuf_0134,5.0,,1.56,2,,,,Trans_0136,1,Trans_0137,1
Manuf_0135,4.0,,1.45,2,,,,Trans_0138,1
Manuf_0136,5.0,,1.96,2,,,,Trans_0139,1
Manuf_0137,5.0,,1.86,2,,,,Trans_0140,1
Manuf_0138,5.0,,1.29,2,,,,Trans_0142,1
Manuf_0139,4.0,,1.88,2,,,,Trans_0141,1
Manuf_0140,4.0,,1.59,2,,,,Trans_0143,1
Manuf_0141,5.0,,1.72,2,,,,Trans_0144,1,Trans_0145,1
Manuf_0142,6.0,,1.23,2,,,,Trans_0146,1
Manuf_0143,4.0,,1.46,2,,,,Trans_0147,1
Manuf_0144,4.0,,1.25,2,,,,Trans_0148,1
Manuf_0145,5.0,,1.31,2,,,,Trans_0149,1
Manuf_0146,6.0,,1.24,2,,,,Trans_0150,1
Manuf_0147,5.0,,1.12,2,,,,Trans_0151,1
Manuf_0148,6.0,,1.62,2,,,,Trans_0152,1
Manuf_0149,5.0,,1.89,2,,,,Trans_0153,1
Manuf_0150,5.0,,1.64,2,,,,Trans_0154,1
Manuf_0151,6.0,,1.57,2,,,,Trans_0155,1
Manuf_0152,5.0,,1.56,2,,,,Trans_0156,1,Trans_0157,1
Manuf_0153,5.0,,1.36,2,,,,Trans_0158,1
Manuf_0154,4.0,,1.42,2,,,,Trans_0159,1
Manuf_0155,5.0,,1.09,2,,,,Trans_0160,1
Manuf_0156,5.0,,1.51,2,,,,Trans_0161,1
Manuf_0157,6.0,,1.43,2,,,,Trans_0162,1
Manuf_0158,5.0,,1.33,2,,,,Trans_0163,1
Manuf_0159,5.0,,1.77,2,,,,Trans_0164,1
Manuf_0160,5.0,,1.39,2,,,,Trans_0165,1
Manuf_0161,5.0,,1.75,2,,,,Trans_0166,1
Manuf_0162,6.0,,1.27,2,,,,Trans_0167,1
Manuf_0163,4.0,,1.62,2,,,,Trans_0168,1
Manuf_0164,5.0,,1.61,2,,,,Trans_0169,1
Manuf_0165,6.0,,1.87,2,,,,Trans_0170,1
Manuf_0166,5.0,,2.01,2,,,,Trans_0171,1
Manuf_0167,5.0,,1.98,2,,,,Trans_0172,1
Manuf_0168,6.0,,1.74,2,,,,Trans_0173,1
Manuf_0169,4.0,,1.14,2,,,,Trans_0174,1,Trans_0175,1
Manuf_0170,4.0,,1.19,2,,,,Trans_0176,1
Manuf_0171,5.0,,1.83,2,,,,Trans_0177,1
Manuf_0172,5.0,,1.14,2,,,,Trans_0178,1
Manuf_0173,6.0,,2.04,2,,,,Trans_0179,1,Trans_0180,1
Manuf_0174,4.0,,1.17,2,,,,Trans_0181,1
Manuf_0175,6.0,,1.42,2,,,,Trans_0182,1
Part_0001,5.0,,1.56,2,,,
Retail_0001,0.0,0,0.0,,8.1,28.9,1.645,Dist_0001,1
Retail_0002,0.0,0,0.0,,127.0,479.57,1.645,Dist_0002,1
Retail_0003,0.0,0,0.0,,380.0,949.8,1.645,Dist_0003,1
Retail_0004,0.0,0,0.0,,127.0,409.18,1.645,Dist_0004,1
Retail_0005,0.0,0,0.0,,226.0,754.16,1.645,Dist_0005,1
Retail_0006,0.0,0,0.0,,90.0,333.38,1.645,Dist_0006,1
Retail_0007,0.0,0,0.0,,8.0,25.97,1.645,Dist_0007,1
Retail_0008,0.0,0,0.0,,247.0,726.05,1.645,Dist_0008,1
Retail_0009,0.0,0,0.0,,156.0,436.31,1.645,Dist_0009,1
Retail_0010,0.0,0,0.0,,143.0,559.54,1.645,Dist_0010,1
Retail_0011,0.0,0,0.0,,189.0,836.56,1.645,Dist_0011,1
Retail_0012,0.0,0,0.0,,112.0,558.48,1.645,Dist_0012,1
Retail_0013,0.0,0,0.0,,203.0,918.45,1.645,Dist_0013,1
Retail_0014,0.0,0,0.0,,171.0,547.59,1.645,Dist_0014,1
Retail_0015,0.0,0,0.0,,235.0,957.28,1.645,Dist_0015,1
Retail_0016,0.0,0,0.0,,9.74,25.47,1.645,Dist_0016,1
Retail_0017,0.0,0,0.0,,109.0,271.57,1.645,Dist_0017,1
Retail_0018,0.0,0,0.0,,6.84,10.58,1.645,Dist_0018,1
Retail_0019,0.0,0,0.0,,5.76,8.4,1.645,Dist_0019,1
Retail_0020,0.0,0,0.0,,18.98,35.99,1.645,Dist_0020,1
Retail_0021,0.0,0,0.0,,223.0,580.96,1.645,Dist_0021,1
Retail_0022,0.0,0,0.0,,156.21,445.69,1.645,Dist_0022,1
Retail_0023,0.0,0,0.0,,12.07,35.72,1.645,Dist_0024,1
Retail_0024,0.0,0,0.0,,9.22,20.57,1.645,Dist_0025,1
Retail_0025,0.0,0,0.0,,105.0,336.52,1.645,Dist_0026,1
Retail_0026,0.0,0,0.0,,6.46,9.82,1.645,Dist_0027,1
Retail_0027,0.0,0,0.0,,10.41,32.39,1.645,Dist_0028,1
Retail_0028,0.0,0,0.0,,173.08,462.21,1.645,Dist_0029,1
Retail_0029,0.0,0,0.0,,12.32,40.37,1.645,Dist_0030,1
Retail_0030,0.0,0,0.0,,73.0,457.38,1.645,Dist_0031,1
Retail_0031,0.0,0,0.0,,179.0,594.64,1.645,Dist_0032,1
Retail_0032,0.0,0,0.0,,9.0,54.21,1.645,Dist_0033,1
Retail_0033,0.0,0,0.0,,83.44,246.97,1.645,Dist_0034,1
Retail_0034,0.0,0,0.0,,143.32,322.04,1.645,Dist_0035,1
Retail_0035,0.0,0,0.0,,26.73,87.46,1.645,Dist_0036,1
Retail_0036,0.0,0,0.0,,27.88,68.35,1.645,Dist_0039,1
Retail_0037,0.0,0,0.0,,23.61,82.26,1.645,Dist_0040,1
Retail_0038,0.0,0,0.0,,3545.0,16119.94,1.645,Dist_0041,1
Retail_0039,0.0,0,0.0,,127.14,433.76,1.645,Dist_0042,1
Retail_0040,0.0,0,0.0,,5765.0,16044.06,1.645,Dist_0043,1
Retail_0041,0.0,0,0.0,,7.0,43.27,1.645,Dist_0044,1
Retail_0042,0.0,0,0.0,,8.0,39.26,1.645,Dist_0045,1
Retail_0043,0.0,0,0.0,,13.0,122.1,1.645,Dist_0046,1
Retail_0044,0.0,0,0.0,,43.29,154.58,1.645,Dist_0047,1
Retail_0045,0.0,0,0.0,,7.67,19.11,1.645,Dist_0048,1
Retail_0046,0.0,0,0.0,,173.31,625.33,1.645,Manuf_0001,1
Retail_0047,0.0,0,0.0,,57.72,238.67,1.645,Manuf_0002,1
Retail_0048,0.0,0,0.0,,8.24,24.63,1.645,Manuf_0003,1
Retail_0049,0.0,0,0.0,,7.87,24.44,1.645,Manuf_0004,1
Retail_0050,0.0,0,0.0,,19.0,80.88,1.645,Manuf_0005,1
Retail_0051,0.0,0,0.0,,40.0,102.94,1.645,Manuf_0006,1
Retail_0052,0.0,0,0.0,,33.0,179.55,1.645,Manuf_0007,1
Retail_0053,0.0,0,0.0,,33.0,135.71,1.645,Manuf_0008,1
Retail_0054,0.0,0,0.0,,11.0,57.25,1.645,Manuf_0009,1
Retail_0055,0.0,0,0.0,,7.0,26.32,1.645,Manuf_0010,1
Retail_0056,0.0,0,0.0,,87.0,246.85,1.645,Manuf_0011,1
Retail_0057,0.0,0,0.0,,8.0,36.75,1.645,Manuf_0012,1
Retail_0058,0.0,0,0.0,,42.0,144.79,1.645,Manuf_0013,1
Retail_0059,0.0,0,0.0,,23.0,89.68,1.645,Manuf_0014,1
Retail_0060,0.0,0,0.0,,36.0,226.69,1.645,Manuf_0015,1
Retail_0061,0.0,0,0.0,,45.0,116.92,1.645,Manuf_0016,1
Retail_0062,0.0,0,0.0,,6.0,30.44,1.645,Manuf_0017,1
Retail_0063,0.0,0,0.0,,23.0,87.81,1.645,Manuf_0018,1
Retail_0064,0.0,0,0.0,,13.0,58.01,1.645,Manuf_0019,1
Retail_0065,0.0,0,0.0,,20.0,120.37,1.645,Manuf_0020,1
Retail_0066,0.0,0,0.0,,11.0,90.14,1.645,Manuf_0021,1
Retail_0067,0.0,0,0.0,,41.0,117.98,1.645,Manuf_0022,1
Retail_0068,0.0,0,0.0,,20.0,70.63,1.645,Manuf_0023,1
Retail_0069,0.0,0,0.0,,40.0,160.17,1.645,Manuf_0024,1
Retail_0070,0.0,0,0.0,,8.0,37.55,1.645,Manuf_0025,1
Retail_0071,0.0,0,0.0,,12.0,62.29,1.645,Manuf_0026,1
Retail_0072,0.0,0,0.0,,12.0,59.3,1.645,Manuf_0027,1
Retail_0073,0.0,0,0.0,,20.0,92.45,1.645,Manuf_0028,1
Retail_0074,0.0,0,0.0,,22.67,220.2,1.645,Manuf_0029,1
Retail_0075,0.0,0,0.0,,19.0,75.13,1.645,Manuf_0030,1
Retail_0076,0.0,0,0.0,,63.0,224.91,1.645,Manuf_0031,1
Retail_0077,0.0,0,0.0,,16.0,43.34,1.645,Manuf_0032,1
Retail_0078,0.0,0,0.0,,38.0,161.11,1.645,Manuf_0033,1
Retail_0079,0.0,0,0.0,,13.0,85.44,1.645,Manuf_0034,1
Retail_0080,0.0,0,0.0,,9.0,39.56,1.645,Manuf_0035,1
Retail_0081,0.0,0,0.0,,31.0,87.25,1.645,Manuf_0036,1
Retail_0082,0.0,0,0.0,,17.0,62.88,1.645,Manuf_0037,1
Retail_0083,0.0,0,0.0,,9.51,28.32,1.645,Manuf_0038,1
Retail_0084,0.0,0,0.0,,5.07,5.85,1.645,Manuf_0039,1
Retail_0085,0.0,0,0.0,,5.02,5.25,1.645,Manuf_0040,1
Retail_0086,0.0,0,0.0,,17.99,29.52,1.645,Manuf_0041,1
Retail_0087,0.0,0,0.0,,5.07,5.85,1.645,Manuf_0042,1
Retail_0088,0.0,0,0.0,,147.0,280.19,1.645,Manuf_0043,1
Retail_0089,0.0,0,0.0,,28.0,96.39,1.645,Manuf_0044,1
Retail_0090,0.0,0,0.0,,111.0,327.05,1.645,Manuf_0045,1
Retail_0091,0.0,0,0.0,,22.0,99.57,1.645,Manuf_0046,1
Retail_0092,0.0,0,0.0,,81.0,275.25,1.645,Manuf_0047,1
Retail_0093,0.0,0,0.0,,38.0,110.52,1.645,Manuf_0048,1
Retail_0094,0.0,0,0.0,,15.0,63.21,1.645,Manuf_0049,1
Retail_0095,0.0,0,0.0,,51.0,145.89,1.645,Manuf_0050,1
Retail_0096,0.0,0,0.0,,59.0,120.53,1.645,Manuf_0051,1
Retail_0097,0.0,0,0.0,,71.0,162.95,1.645,Manuf_0052,1
Retail_0098,0.0,0,0.0,,7.0,31.75,1.645,Manuf_0053,1
Retail_0099,0.0,0,0.0,,19.0,57.85,1.645,Manuf_0054,1
Retail_0100,0.0,0,0.0,,19.0,74.95,1.645,Manuf_0055,1
Retail_0101,0.0,0,0.0,,9.0,57.25,1.645,Manuf_0056,1
Retail_0102,0.0,0,0.0,,79.0,233.42,1.645,Manuf_0057,1
Retail_0103,0.0,0,0.0,,24.0,77.9,1.645,Manuf_0058,1
Retail_0104,0.0,0,0.0,,14.0,53.39,1.645,Manuf_0059,1
Retail_0105,0.0,0,0.0,,19.0,92.59,1.645,Manuf_0060,1
Retail_0106,0.0,0,0.0,,57.0,119.7,1.645,Manuf_0061,1
Retail_0107,0.0,0,0.0,,44.0,109.94,1.645,Manuf_0062,1
Retail_0108,0.0,0,0.0,,53.0,150.0,1.645,Manuf_0063,1
Retail_0109,0.0,0,0.0,,35.0,96.52,1.645,Manuf_0064,1
Retail_0110,0.0,0,0.0,,12.0,113.13,1.645,Manuf_0065,1
Retail_0111,0.0,0,0.0,,6.0,25.24,1.645,Manuf_0066,1
Retail_0112,0.0,0,0.0,,71.0,175.02,1.645,Manuf_0067,1
Retail_0113,0.0,0,0.0,,44.0,234.02,1.645,Manuf_0068,1
Retail_0114,0.0,0,0.0,,75.0,197.93,1.645,Manuf_0069,1
Retail_0115,0.0,0,0.0,,39.0,116.25,1.645,Manuf_0070,1
Retail_0116,0.0,0,0.0,,30.0,98.28,1.645,Manuf_0071,1
Retail_0117,0.0,0,0.0,,18.0,98.85,1.645,Manuf_0072,1
Retail_0118,0.0,0,0.0,,50.0,147.2,1.645,Manuf_0073,1
Retail_0119,0.0,0,0.0,,12.0,51.94,1.645,Manuf_0074,1
Retail_0120,0.0,0,0.0,,34.0,81.71,1.645,Manuf_0075,1
Retail_0121,0.0,0,0.0,,25.0,81.46,1.645,Manuf_0076,1
Retail_0122,0.0,0,0.0,,66.0,124.04,1.645,Manuf_0077,1
Retail_0123,0.0,0,0.0,,35.0,108.98,1.645,Manuf_0078,1
Retail_0124,0.0,0,0.0,,48.0,118.33,1.645,Manuf_0079,1
Retail_0125,0.0,0,0.0,,13.0,83.27,1.645,Manuf_0080,1
Retail_0126,0.0,0,0.0,,12.0,55.2,1.645,Manuf_0081,1
Retail_0127,0.0,0,0.0,,27.0,164.92,1.645,Manuf_0082,1
Retail_0128,0.0,0,0.0,,54.0,145.4,1.645,Manuf_0083,1
Retail_0129,0.0,0,0.0,,26.0,88.9,1.645,Manuf_0084,1
Retail_0130,0.0,0,0.0,,10.0,38.35,1.645,Manuf_0085,1
Retail_0131,0.0,0,0.0,,16.0,100.5,1.645,Manuf_0086,1
Retail_0132,0.0,0,0.0,,7.0,26.32,1.645,Manuf_0087,1
Retail_0133,0.0,0,0.0,,39.0,99.87,1.645,Manuf_0088,1
Retail_0134,0.0,0,0.0,,10.0,31.68,1.645,Manuf_0089,1
Retail_0135,0.0,0,0.0,,27.0,106.93,1.645,Manuf_0090,1
Retail_0136,0.0,0,0.0,,15.0,61.84,1.645,Manuf_0091,1
Retail_0137,0.0,0,0.0,,61.0,222.99,1.645,Manuf_0092,1
Retail_0138,0.0,0,0.0,,49.0,128.04,1.645,Manuf_0093,1
Retail_0139,0.0,0,0.0,,58.0,315.43,1.645,Manuf_0094,1
Retail_0140,0.0,0,0.0,,7.0,30.98,1.645,Manuf_0095,1
Retail_0141,0.0,0,0.0,,29.0,96.13,1.645,Manuf_0096,1
Retail_0142,0.0,0,0.0,,12.0,90.08,1.645,Manuf_0097,1
Retail_0143,0.0,0,0.0,,56.0,165.48,1.645,Manuf_0098,1
Retail_0144,0.0,0,0.0,,5.0,27.08,1.645,Manuf_0099,1
Retail_0145,0.0,0,0.0,,69.0,332.37,1.645,Manuf_0100,1
Retail_0146,0.0,0,0.0,,5.85,9.8,1.645,Manuf_0101,1
Retail_0147,0.0,0,0.0,,5.02,5.25,1.645,Manuf_0102,1
Retail_0148,0.0,0,0.0,,5.03,5.37,1.645,Manuf_0103,1
Retail_0149,0.0,0,0.0,,9.17,20.88,1.645,Manuf_0104,1
Retail_0150,0.0,0,0.0,,5.14,6.52,1.645,Manuf_0105,1
Retail_0151,0.0,0,0.0,,12.64,44.87,1.645,Manuf_0106,1
Retail_0152,0.0,0,0.0,,18.0,67.22,1.645,Manuf_0107,1
Retail_0153,0.0,0,0.0,,26.0,143.39,1.645,Manuf_0108,1
Retail_0154,0.0,0,0.0,,72.0,217.48,1.645,Manuf_0109,1
Retail_0155,0.0,0,0.0,,23.0,85.62,1.645,Manuf_0110,1
Retail_0156,0.0,0,0.0,,32.0,127.36,1.645,Manuf_0111,1
Retail_0157,0.0,0,0.0,,16.0,104.34,1.645,Manuf_0112,1
Retail_0158,0.0,0,0.0,,5.12,6.14,1.645,Manuf_0113,1
Retail_0159,0.0,0,0.0,,5.5,7.51,1.645,Manuf_0114,1
Retail_0160,0.0,0,0.0,,5.11,5.92,1.645,Manuf_0115,1
Retail_0161,0.0,0,0.0,,5.02,5.32,1.645,Manuf_0116,1
Retail_0162,0.0,0,0.0,,5.21,6.66,1.645,Manuf_0117,1
Retail_0163,0.0,0,0.0,,5.08,6.26,1.645,Manuf_0118,1
Retail_0164,0.0,0,0.0,,5.05,5.46,1.645,Manuf_0119,1
Retail_0165,0.0,0,0.0,,5.08,5.62,1.645,Manuf_0120,1
Retail_0166,0.0,0,0.0,,36.0,123.63,1.645,Manuf_0121,1
Retail_0167,0.0,0,0.0,,17.0,128.37,1.645,Manuf_0122,1
Retail_0168,0.0,0,0.0,,36.0,110.5,1.645,Manuf_0123,1
Retail_0169,0.0,0,0.0,,7.0,38.81,1.645,Manuf_0124,1
Retail_0170,0.0,0,0.0,,53.0,158.94,1.645,Manuf_0125,1
Retail_0171,0.0,0,0.0,,43.0,180.09,1.645,Manuf_0126,1
Retail_0172,0.0,0,0.0,,23.0,232.74,1.645,Manuf_0127,1
Retail_0173,0.0,0,0.0,,6.0,21.43,1.645,Manuf_0128,1
Retail_0174,0.0,0,0.0,,17.0,87.67,1.645,Manuf_0129,1
Retail_0175,0.0,0,0.0,,5.8,11.29,1.645,Manuf_0130,1
