stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Retail_0008,10,0,0.0,,616.13,201.12,1.751,Manuf_0010,1
Retail_0009,20,0,0.0,,258.6,109.69,1.751,Manuf_0011,1
Retail_0010,15,0,0.0,,228.43,48.02,1.751,Manuf_0012,1
Retail_0011,16,0,0.0,,161.04,27.69,1.751,Manuf_0013,1
Retail_0012,7,30,0.0,,565.8,0.0,1.751,Manuf_0014,1
Retail_0013,5,30,0.0,,9817.68,0.0,1.751,Manuf_0015,1
Retail_0014,5,30,0.0,,730.15,0.0,1.751,Manuf_0015,1
Retail_0015,6,30,0.0,,23554.85,0.0,1.751,Manuf_0016,1
Retail_0016,5,30,0.0,,6303.61,0.0,1.751,Manuf_0016,1
Retail_0017,30,0,0.0,,1471.17,270.72,1.751,Manuf_0017,1
Retail_0018,8,0,0.0,,271.46,362.6,1.751,Manuf_0018,1
Retail_0019,8,0,0.0,,76.61,9.64,1.751,Manuf_0019,1
Retail_0020,11,0,0.0,,220.12,177.92,1.751,Manuf_0020,1
Retail_0021,26,0,0.0,,1118.54,725.44,1.751,Manuf_0021,1
Retail_0022,14,0,0.0,,1190.5,627.6,1.751,Manuf_0022,1
Retail_0023,8,0,0.0,,553.6,238.48,1.751,Manuf_0023,1
Retail_0024,52,0,0.0,,441.45,167.6,1.751,Manuf_0024,1
Retail_0025,56,0,0.0,,367.13,85.68,1.751,Manuf_0025,1
Retail_0026,155,0,0.0,,30.77,6.08,1.751,Manuf_0026,1
Retail_0027,42,0,0.0,,227.86,44.06,1.751,Manuf_0027,1
Retail_0028,11,0,0.0,,228.63,0.0,1.751,Manuf_0028,1
Retail_0029,9,0,0.0,,132.74,100.4,1.751,Manuf_0029,1
Retail_0030,82,0,0.0,,291.9,78.72,1.751,Manuf_0030,1
Retail_0031,26,0,0.0,,804.98,145.86,1.751,Manuf_0031,1
Retail_0032,56,0,0.0,,1284.68,249.18,1.751,Manuf_0032,1
Retail_0033,14,0,0.0,,1304.67,4332.27,1.751,Manuf_0033,1
Retail_0034,6,0,0.0,,334.26,708.13,1.751,Manuf_0034,1
Retail_0035,11,0,0.0,,168.52,21.5,1.751,Manuf_0035,1
Retail_0036,23,0,0.0,,470.24,73.97,1.751,Manuf_0036,1
Retail_0037,8,0,0.0,,642.1,359.27,1.751,Manuf_0037,1
Retail_0038,11,0,0.0,,111.53,198.41,1.751,Manuf_0038,1
Retail_0039,75,0,0.0,,236.17,9.77,1.751,Manuf_0039,1
Retail_0040,46,0,0.0,,261.0,206.97,1.751,Manuf_0040,1
Retail_0041,180,0,0.0,,215.56,26.72,1.751,Manuf_0041,1
Retail_0042,136,0,0.0,,43.03,14.35,1.751,Manuf_0042,1
Retail_0043,7,0,0.0,,3360.49,571.84,1.751,Manuf_0043,1
Retail_0044,12,0,0.0,,149.59,214.9,1.751,Manuf_0044,1
Retail_0045,82,0,0.0,,164.96,274.83,1.751,Manuf_0045,1
Retail_0046,13,0,0.0,,57.8,79.05,1.751,Manuf_0046,1
Retail_0047,7,0,0.0,,226.94,0.0,1.751,Manuf_0047,1
Retail_0048,10,0,0.0,,291.05,10.46,1.751,Manuf_0048,1
Retail_0049,8,0,0.0,,459.33,963.65,1.751,Manuf_0049,1
Retail_0050,10,0,0.0,,243.5,83.87,1.751,Manuf_0050,1
Retail_0051,67,0,0.0,,83.5,11.3,1.751,Manuf_0051,1
Retail_0052,9,0,0.0,,48.77,72.5,1.751,Manuf_0052,1
Retail_0053,74,0,0.0,,106.73,61.14,1.751,Manuf_0053,1
Retail_0054,10,0,0.0,,239.77,0.0,1.751,Manuf_0054,1
Retail_0055,16,0,0.0,,1667.55,312.99,1.751,Manuf_0055,1
Retail_0056,12,0,0.0,,238.13,25.3,1.751,Manuf_0056,1
Retail_0057,7,0,0.0,,88.95,25.52,1.751,Manuf_0057,1
Retail_0058,11,0,0.0,,43.16,2.01,1.751,Manuf_0058,1
Retail_0059,17,0,0.0,,1287.48,687.97,1.751,Manuf_0059,1
Retail_0060,9,0,0.0,,554.8,1291.32,1.751,Manuf_0060,1
Retail_0061,13,0,0.0,,141.77,231.41,1.751,Manuf_0061,1
Retail_0062,29,0,0.0,,1061.47,208.73,1.751,Manuf_0062,1
Retail_0063,6,0,0.0,,1033.5,172.88,1.751,Manuf_0063,1
Retail_0064,6,0,0.0,,336.33,110.17,1.751,Manuf_0064,1
Retail_0065,61,0,0.0,,167.88,166.18,1.751,Manuf_0065,1
Retail_0066,38,0,0.0,,345.34,251.66,1.751,Manuf_0066,1
Retail_0067,7,0,0.0,,177.94,149.56,1.751,Manuf_0067,1
Retail_0068,7,0,0.0,,1894.69,367.56,1.751,Manuf_0068,1
Retail_0069,11,0,0.0,,174.22,225.72,1.751,Manuf_0069,1
Retail_0070,74,0,0.0,,71.23,12.33,1.751,Manuf_0070,1
Retail_0071,70,0,0.0,,179.65,401.38,1.751,Manuf_0071,1
Retail_0072,11,0,0.0,,265.74,755.09,1.751,Manuf_0072,1
Retail_0073,9,0,0.0,,4319.88,1011.06,1.751,Manuf_0073,1
Retail_0074,24,0,0.0,,837.29,393.4,1.751,Manuf_0074,1
Retail_0075,10,0,0.0,,128.19,0.0,1.751,Manuf_0075,1
Retail_0076,65,0,0.0,,86.15,35.29,1.751,Manuf_0076,1
Retail_0077,8,0,0.0,,115.32,32.81,1.751,Manuf_0077,1
Retail_0078,12,0,0.0,,112.89,10.59,1.751,Manuf_0078,1
Retail_0079,12,0,0.0,,54.05,15.56,1.751,Manuf_0079,1
Retail_0080,12,0,0.0,,321.82,31.13,1.751,Manuf_0080,1
Retail_0081,43,0,0.0,,180.18,0.0,1.751,Manuf_0081,1
Retail_0082,72,0,0.0,,111.11,78.51,1.751,Manuf_0082,1
Retail_0083,9,0,0.0,,49.45,113.95,1.751,Manuf_0083,1
Retail_0084,73,0,0.0,,45.55,17.22,1.751,Manuf_0084,1
Retail_0085,37,0,0.0,,506.05,108.53,1.751,Manuf_0085,1
Retail_0086,8,0,0.0,,213.27,0.0,1.751,Manuf_0086,1
Retail_0087,10,0,0.0,,62.88,67.02,1.751,Manuf_0087,1
Retail_0088,26,0,0.0,,365.91,128.06,1.751,Manuf_0088,1
Retail_0089,35,0,0.0,,1840.42,291.79,1.751,Manuf_0089,1
Retail_0090,16,0,0.0,,2341.23,711.2,1.751,Manuf_0090,1
Retail_0091,55,0,0.0,,139.47,56.4,1.751,Manuf_0091,1
Retail_0092,26,0,0.0,,655.62,271.14,1.751,Manuf_0092,1
Retail_0093,81,0,0.0,,108.49,12.54,1.751,Manuf_0093,1
Retail_0094,7,0,0.0,,234.12,16.98,1.751,Manuf_0094,1
Retail_0095,92,0,0.0,,186.61,44.67,1.751,Manuf_0095,1
Retail_0096,144,0,0.0,,105.14,85.86,1.751,Manuf_0096,1
Retail_0097,12,0,0.0,,1554.52,195.42,1.751,Manuf_0097,1
Retail_0098,179,0,0.0,,52.96,48.19,1.751,Manuf_0098,1
Retail_0099,10,0,0.0,,34.13,1.68,1.751,Manuf_0099,1
Retail_0100,11,0,0.0,,778.93,241.27,1.751,Manuf_0100,1
Retail_0101,12,0,0.0,,1453.44,2831.8,1.751,Manuf_0101,1
Retail_0102,15,0,0.0,,138.71,301.45,1.751,Manuf_0102,1
Retail_0103,8,0,0.0,,311.99,597.0,1.751,Manuf_0103,1
Retail_0104,11,0,0.0,,49.22,93.61,1.751,Manuf_0104,1
Retail_0105,14,0,0.0,,455.29,236.05,1.751,Manuf_0105,1
Retail_0106,7,0,0.0,,1832.48,397.5,1.751,Manuf_0106,1
Retail_0107,21,0,0.0,,974.88,123.22,1.751,Manuf_0107,1
Retail_0108,10,0,0.0,,205.48,75.94,1.751,Manuf_0108,1
Retail_0109,24,0,0.0,,879.02,187.55,1.751,Manuf_0109,1
Retail_0110,8,0,0.0,,845.43,556.95,1.751,Manuf_0110,1
Retail_0111,11,0,0.0,,734.15,780.95,1.751,Manuf_0111,1
Retail_0112,11,0,0.0,,407.38,1052.53,1.751,Manuf_0112,1
Retail_0113,11,0,0.0,,360.22,234.43,1.751,Manuf_0113,1
Retail_0114,10,0,0.0,,185.17,63.68,1.751,Manuf_0114,1
Retail_0115,12,0,0.0,,158.11,46.36,1.751,Manuf_0115,1
Retail_0116,10,0,0.0,,469.35,440.12,1.751,Manuf_0116,1
Retail_0117,12,0,0.0,,43.64,117.86,1.751,Manuf_0117,1
Retail_0118,12,0,0.0,,141.47,225.07,1.751,Manuf_0118,1
Retail_0119,11,0,0.0,,211.62,44.64,1.751,Manuf_0119,1
Retail_0120,28,0,0.0,,503.24,206.49,1.751,Manuf_0120,1
Retail_0121,21,0,0.0,,117.66,32.9,1.751,Manuf_0121,1
Retail_0122,18,0,0.0,,164.64,19.31,1.751,Manuf_0122,1
Retail_0123,24,0,0.0,,135.18,38.04,1.751,Manuf_0123,1
Trans_0001,34,,0.02,2,,,,Manuf_0003,1
Trans_0002,36,,0.02,2,,,,Trans_0001,1
Trans_0003,33,,0.02,2,,,,Trans_0001,1
Trans_0004,18,,0.01,2,,,,Trans_0001,1
