stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Manuf_0006,3,,2.79,2,,,,Part_0005,1
Manuf_0007,3,,23.98,2,,,,Part_0003,1,Part_0004,1
Manuf_0008,2,,2.83,2,,,,Part_0005,1
Manuf_0009,4,,19.28,2,,,,Part_0003,1,Part_0004,1
Manuf_0010,3,,3.5,2,,,,Part_0005,1
Manuf_0011,3,,18.71,2,,,,Part_0003,1,Part_0004,1
Manuf_0012,2,,3.04,2,,,,Part_0005,1
Manuf_0013,2,,17.28,2,,,,Part_0003,1,Part_0004,1
Manuf_0014,3,,3.25,2,,,,Part_0005,1
Manuf_0015,4,,18.61,2,,,,Part_0003,1,Part_0004,1
Manuf_0016,3,,2.75,2,,,,Part_0005,1
Manuf_0017,2,,24.07,2,,,,Part_0003,1,Part_0004,1
Manuf_0018,3,,3.04,2,,,,Part_0005,1
Manuf_0019,2,,22.97,2,,,,Part_0003,1,Part_0004,1
Manuf_0020,3,,1.98,2,,,,Part_0005,1
Manuf_0021,2,,28.52,2,,,,Part_0003,1,Part_0004,1
Manuf_0022,3,,3.16,2,,,,Part_0005,1
Manuf_0023,4,,20.89,2,,,,Part_0003,1,Part_0004,1
Manuf_0024,3,,3.62,2,,,,Part_0005,1
Manuf_0025,3,,25.81,2,,,,Part_0003,1,Part_0004,1
Manuf_0026,2,,2.52,2,,,,Part_0005,1
Manuf_0027,3,,15.09,2,,,,Part_0003,1,Part_0004,1
Manuf_0028,2,,3.7,2,,,,Part_0005,1
Manuf_0029,4,,10.45,2,,,,Manuf_0001,1,Manuf_0002,1,Manuf_0003,1
Manuf_0030,5,,30.63,2,,,,Manuf_0004,1,Manuf_0005,1,Manuf_0006,1
Manuf_0031,5,,34.49,2,,,,Manuf_0004,1,Manuf_0007,1,Manuf_0008,1
Manuf_0032,5,,35.61,2,,,,Manuf_0004,1,Manuf_0009,1,Manuf_0010,1
Manuf_0033,6,,45.6,2,,,,Manuf_0004,1,Manuf_0011,1,Manuf_0012,1
Manuf_0034,6,,28.17,2,,,,Manuf_0004,1,Manuf_0013,1,Manuf_0014,1
Manuf_0035,4,,38.61,2,,,,Manuf_0004,1,Manuf_0015,1,Manuf_0016,1
Manuf_0036,5,,21.02,2,,,,Manuf_0004,1,Manuf_0017,1,Manuf_0018,1
Manuf_0037,6,,24.06,2,,,,Manuf_0004,1,Manuf_0019,1,Manuf_0020,1
Manuf_0038,5,,34.73,2,,,,Manuf_0004,1,Manuf_0021,1,Manuf_0022,1
Manuf_0039,5,,31.61,2,,,,Manuf_0004,1,Manuf_0023,1,Manuf_0024,1
Manuf_0040,6,,31.4,2,,,,Manuf_0004,1,Manuf_0025,1,Manuf_0026,1
Manuf_0041,5,,29.55,2,,,,Manuf_0004,1,Manuf_0027,1,Manuf_0028,1
Manuf_0042,5,,73.3,2,,,,Manuf_0029,1,Manuf_0030,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0043,7,,72.8,2,,,,Manuf_0029,1,Manuf_0031,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0044,6,,56.93,2,,,,Manuf_0029,1,Manuf_0032,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0045,9,,57.6,2,,,,Manuf_0029,1,Manuf_0033,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0046,8,,88.0,2,,,,Manuf_0029,1,Manuf_0034,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0047,15,,53.77,2,,,,Manuf_0029,1,Manuf_0035,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0048,7,,80.49,2,,,,Manuf_0029,1,Manuf_0036,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0049,8,,81.53,2,,,,Manuf_0029,1,Manuf_0037,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0050,7,,60.95,2,,,,Manuf_0029,1,Manuf_0038,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0051,6,,51.38,2,,,,Manuf_0029,1,Manuf_0039,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0052,8,,58.99,2,,,,Manuf_0029,1,Manuf_0040,1,Part_0006,1,Part_0007,1,Part_0008,1
Manuf_0053,6,,70.01,2,,,,Manuf_0029,1,Manuf_0041,1,Part_0006,1,Part_0007,1,Part_0008,1
Part_0001,82,,74.63,2,,,
Part_0002,53,,3.83,2,,,
Part_0003,80,,21.51,2,,,
Part_0004,93,,21.14,2,,,
Part_0005,112,,6.55,2,,,
Part_0006,99,,0.58,2,,,
Part_0007,69,,7.9,2,,,
Part_0008,100,,4.98,2,,,
