Retail_0047,0.0,6,0.0,,47.44,8.92,1.751,Trans_0017,1
Retail_0048,0.0,16,0.0,,56.24,8.79,1.751,Trans_0018,1
Retail_0049,0.0,7,0.0,,44.11,6.21,1.751,Trans_0019,1
Retail_0050,0.0,3,0.0,,111.72,4.57,1.751,Trans_0020,1
Retail_0051,0.0,6,0.0,,19.0,1.89,1.751,Trans_0021,1
Retail_0052,0.0,5,0.0,,24.0,0.96,1.751,Trans_0022,1
Retail_0053,0.0,4,0.0,,18.0,1.94,1.751,Trans_0023,1
Retail_0054,0.0,1,0.0,,22.0,1.32,1.751,Trans_0024,1
Retail_0055,0.0,5,0.0,,57.19,8.04,1.751,Trans_0025,1
Retail_0056,0.0,2,0.0,,32.58,11.31,1.751,Trans_0026,1
Retail_0057,0.0,4,0.0,,28.13,8.94,1.751,Trans_0027,1
Retail_0058,0.0,2,0.0,,98.37,5.6,1.751,Trans_0028,1
Retail_0059,0.0,3,0.0,,36.04,10.12,1.751,Trans_0029,1
Retail_0060,0.0,6,0.0,,18.12,5.27,1.751,Trans_0030,1
Retail_0061,0.0,5,0.0,,25.86,7.39,1.751,Trans_0031,1
Retail_0062,0.0,5,0.0,,17.52,6.84,1.751,Trans_0032,1
Retail_0063,0.0,1,0.0,,60.6,7.9,1.751,Trans_0033,1
Retail_0064,0.0,2,0.0,,82.74,8.82,1.751,Trans_0034,1
Retail_0065,0.0,4,0.0,,114.76,5.23,1.751,Trans_0035,1
Retail_0066,0.0,5,0.0,,194.99,4.54,1.751,Trans_0036,1
Trans_0001,4.1,,0.94,2,,,,Manuf_0001,1
Trans_0002,10.02,,2.79,2,,,,Manuf_0001,1
Trans_0003,6.48,,2.05,2,,,,Manuf_0001,1
Trans_0004,3.21,,1.73,2,,,,Manuf_0001,1
Trans_0005,4.95,,2.66,2,,,,Manuf_0002,1
Trans_0006,11.49,,4.97,2,,,,Manuf_0002,1
Trans_0007,6.6,,4.56,2,,,,Manuf_0002,1
Trans_0008,4.73,,1.65,2,,,,Manuf_0002,1
Trans_0009,6.07,,1.83,2,,,,Manuf_0003,1
Trans_0010,14.17,,3.64,2,,,,Manuf_0003,1
Trans_0011,7.96,,1.86,2,,,,Manuf_0003,1
Trans_0012,4.47,,1.19,2,,,,Manuf_0003,1
Trans_0013,4.08,,1.82,2,,,,Manuf_0004,1
Trans_0014,13.8,,4.53,2,,,,Manuf_0004,1
Trans_0015,7.24,,4.27,2,,,,Manuf_0004,1
Trans_0016,3.53,,2.57,2,,,,Manuf_0004,1
Trans_0017,4.16,,4.17,2,,,,Manuf_0005,1
Trans_0018,12.49,,8.44999999999999,2,,,,Manuf_0005,1
Trans_0019,5.34,,7.94,2,,,,Manuf_0005,1
Trans_0020,3.92,,4.68,2,,,,Manuf_0005,1
Trans_0021,4.35,,2.65,2,,,,Manuf_0006,1
Trans_0022,8.11,,3.53,2,,,,Manuf_0006,1
Trans_0023,5.49,,3.29,2,,,,Manuf_0006,1
Trans_0024,5.48,,2.69,2,,,,Manuf_0006,1
Trans_0025,5.9,,1.81,2,,,,Manuf_0007,1
Trans_0026,7.78,,2.03,2,,,,Manuf_0007,1
Trans_0027,9.0,,2.43,2,,,,Manuf_0007,1
Trans_0028,3.15,,1.23,2,,,,Manuf_0007,1
Trans_0029,3.4,,3.79,2,,,,Manuf_0008,1
Trans_0030,8.51,,7.93,2,,,,Manuf_0008,1
Trans_0031,8.54,,6.99,2,,,,Manuf_0008,1
Trans_0032,3.92,,4.11,2,,,,Manuf_0008,1
Trans_0033,5.94,,2.12,2,,,,Manuf_0009,1
Trans_0034,8.2,,2.93,2,,,,Manuf_0009,1
Trans_0035,5.83,,1.6,2,,,,Manuf_0009,1
Trans_0036,4.5,,1.38,2,,,,Manuf_0009,1
